0     7.7544e+00
10     8.9521e+00
100     1.4694e+01
110     1.2316e+01
120     1.0084e+01
130     8.3940e+00
140     7.5643e+00
150     7.5054e+00
160     7.9510e+00
170     8.5105e+00
180     8.9249e+00
190     9.0138e+00
20     1.0812e+01
200     8.7787e+00
210     8.2407e+00
220     7.5853e+00
230     7.0196e+00
240     6.6624e+00
250     6.6299e+00
260     6.8984e+00
270     7.4176e+00
280     8.0356e+00
290     8.6067e+00
30     1.3134e+01
300     8.8985e+00
310     8.8621e+00
320     8.5054e+00
330     7.9574e+00
340     7.4668e+00
350     7.3032e+00
360     7.7544e+00
40     1.5698e+01
50     1.8076e+01
60     1.9826e+01
70     2.0256e+01
80     1.9058e+01
90     1.7067e+01
