0    -158.456707835
10    -158.456410831
20    -158.455444429
30    -158.453876891
40    -158.452034690
50    -158.450298080
60    -158.449174807
70    -158.449060521
80    -158.449996505
90    -158.451656150
100    -158.453505848
110    -158.455167119
120    -158.456264949
130    -158.456700811
140    -158.456476078
150    -158.455667999
160    -158.454545448
170    -158.453444932
180    -158.452790038
190    -158.452811257
200    -158.453510633
210    -158.454697659
220    -158.456059035
230    -158.457225234
240    -158.457923213
250    -158.457989983
260    -158.457419718
270    -158.456328848
280    -158.454975699
290    -158.453728285
300    -158.452904396
310    -158.452733649
320    -158.453262312
330    -158.454297601
340    -158.455451744
350    -158.456349298
360    -158.456707835
