0    -158.456699987
100    -158.452714407
10    -158.456296214
110    -158.454539780
120    -158.455821431
130    -158.456426839
140    -158.456255023
150    -158.455392796
160    -158.454217432
170    -158.453113352
180    -158.452469043
190    -158.452502328
200    -158.453211615
20    -158.455144598
210    -158.454417270
220    -158.455811992
230    -158.457037043
240    -158.457756245
250    -158.457804937
260    -158.457157220
270    -158.455968670
280    -158.454556645
290    -158.453293177
300    -158.452498659
30    -158.453324721
310    -158.452365997
320    -158.452942395
330    -158.454033823
340    -158.455283252
350    -158.456292805
360    -158.456699987
40    -158.451114194
50    -158.448912572
60    -158.447451113
70    -158.447328955
80    -158.448593249
90    -158.450608704
