0     7.7544e+00
10     7.6551e+00
100     8.8357e+00
110     8.2581e+00
120     7.8131e+00
130     7.6684e+00
140     7.7899e+00
150     8.0804e+00
160     8.4513e+00
170     8.8313e+00
180     9.1829e+00
190     9.4130e+00
20     7.7951e+00
200     9.5124e+00
210     9.2942e+00
220     8.8019e+00
230     8.2112e+00
240     7.7652e+00
250     7.6069e+00
260     7.7418e+00
270     8.0068e+00
280     8.3699e+00
290     8.7306e+00
30     8.1043e+00
300     9.0244e+00
310     9.2410e+00
320     9.3274e+00
330     9.1128e+00
340     8.6678e+00
350     8.1247e+00
360     7.7544e+00
40     8.4884e+00
50     8.8508e+00
60     9.1682e+00
70     9.4537e+00
80     9.5210e+00
90     9.3262e+00
